role1_persona,role2_persona,original_dialogue,single_step_dialogue,generated_dialogue_topic
i am a pediatrician. | i am married and have two kids of my own. | i love running and reading. | i also love vintage cars.,i love shopping for clothes. | i am very close with my sister. | i am single. | i have just completed my education as registered nurse.,"hello . how are you this evening ? | great ! how are you ? | i am alright , long day of pediatrics . , reading , and running ! all things i love . | oh wow , i just got my degree as a registered nurse ! | that is really awesome ! my wife is a nurse , and my two children want to be doctors ! | you are lucky to have a smart family . my sister keeps bugging me to settle down . | thank you . why do you not ? what else do you do ? i collect vintage cars . | vintage cars ? i spend my time at the mall . i love to buy clothes . | yes . old cars with historical significance . i love to wear cloths ! true story there . | i rather buy clothes than do anything else . i do not even have time to date . | that kind of sucks . but whatever makes you happy . | meh , marriage is overrated . i have a job and a great relationship with my sister . | like i said as long as that makes you happy . so what is your favorite color ? | green . do you and your wife wear the same color scrubs ? | true story , that is my favorite color too . and no . she has a uniform color . | oh , where do you like to run ?","role1: hello . how are you this evening ? | role2: great ! how are you ? | role1: i am alright , long day of pediatrics . , reading , and running ! all things i love . | role2: oh wow , i just got my degree as a registered nurse ! | role1: that is really awesome ! my wife is a nurse , and my two children want to be doctors ! | role2: you are lucky to have a smart family . my sister keeps bugging me to settle down . | role1: thank you . why do you not ? what else do you do ? i collect vintage cars . | role2: vintage cars ? i spend my time at the mall . i love to buy clothes . | role1: yes . old cars with historical significance . i love to wear cloths ! true story there . | role2: i rather buy clothes than do anything else . i do not even have time to date . | role1: that kind of sucks . but whatever makes you happy . | role2: meh , marriage is overrated . i have a job and a great relationship with my sister . | role1: like i said as long as that makes you happy . so what is your favorite color ? | role2: green . do you and your wife wear the same color scrubs ? | role1: true story , that is my favorite color too . and no . she has a uniform color . | role2: oh , where do you like to run ?","Role 1, a pediatrician who loves running, reading, and vintage cars, chats with Role 2, a newly qualified nurse who enjoys shopping for clothes. They discuss their professions and personal lives. Role 1 mentions his wife is also a nurse and his children aspire to be doctors. Role 2 talks about her sister's pressure for her to settle down but she prefers focusing on shopping and her career. They both reveal that their favorite color is green. The conversation ends with Role 2 asking about Role 1's running routes."
my mother is a medical doctor. | i like to build model spaceships. | i play a lot of fantasy videogames. | i am very shy. | i have a computer science degree.,i like running. | i am a musician. | my father was a police officer. | i work at pet smart.,"hello , how are you tonight ? | terrible , my father was just imprisoned for being a corrupt police officer . | oh , that is horrible . my mother is a therapist maybe you should talk to her . | my only therapy i need is to run more . i am getting ready for a 10k | i like to run as well , when i am not building model spaceships . | i find myself running to band practice , and running around work all the time . | i create fantasy video games , playing them gives me an outlet for my energy . | i dig that . i am always playing a game when i work at pet smart | i was there yesterday , with my pup . | please tell me you did not let it pee all over lane 3 | no , sorry . that was not my pup . she has diapers on . | smart move . i like customers like you | thank you . my pup is always peeing , so i put her in diapers to save my car . | my dog can not hold her poop . it is disgusting , but she is so old and lovable .","role1: hello , how are you tonight ? | role2: terrible , my father was just imprisoned for being a corrupt police officer . | role1: oh , that is horrible . my mother is a therapist maybe you should talk to her . | role2: my only therapy i need is to run more . i am getting ready for a 10k | role1: i like to run as well , when i am not building model spaceships . | role2: i find myself running to band practice , and running around work all the time . | role1: i create fantasy video games , playing them gives me an outlet for my energy . | role2: i dig that . i am always playing a game when i work at pet smart | role1: i was there yesterday , with my pup . | role2: please tell me you did not let it pee all over lane 3 | role1: no , sorry . that was not my pup . she has diapers on . | role2: smart move . i like customers like you | role1: thank you . my pup is always peeing , so i put her in diapers to save my car . | role2: my dog can not hold her poop . it is disgusting , but she is so old and lovable .","Role 1 and Role 2 discuss their personal lives and hobbies. Role 2 reveals his father's imprisonment for corruption, to which Role 1 suggests talking to his therapist mother. They both share their love for running, with Role 2 preparing for a 10k run. Role 1 also mentions building model spaceships and creating fantasy video games as pastimes. They talk about their experiences at Pet Smart, where Role 2 works, discussing the challenges of dealing with pets' bodily functions. Both have dogs with incontinence issues, leading them to use diapers as a solution."
i grew up in wisconsin. | i work as a managerial consultant. | i love cold weather and snow. | my favorite band is metallica. | i have two brothers.,i am a single mom of two boys. | i live in ohio. | i like to go hiking in my spare time. | i work as an accountant. | i drive a honda civic.,hi there how are you doing ? | i am good . just put my boys to bed . how are you ? | good just listening to metallica with 2 my brothers | i actually like to listen to them while hiking . what do you do for fun ? | i do you like hiking in the cold or snow ? i love them both | i am from ohio so its usually pretty cold . i do not mind it | same here i am from wisconsin | cool . i drove there once in my honda . | nice what do you do ? i am a managerial consultant | i am an accountant . i am looking for a new job . are you hiring ? | not at the moment where would you want to go ? | i would like to stay in ohio so my boys can stay at the same school | yes that is pretty important for them to be i a stable place | yeah . my ex gets them every other week so i try to make sure they feel secure | how old are they ? i only have nephews none of my own | and 7 . how old are you nephews ?,role1: hi there how are you doing ? | role2: i am good . just put my boys to bed . how are you ? | role1: good just listening to metallica with 2 my brothers | role2: i actually like to listen to them while hiking . what do you do for fun ? | role1: i do you like hiking in the cold or snow ? i love them both | role2: i am from ohio so its usually pretty cold . i do not mind it | role1: same here i am from wisconsin | role2: cool . i drove there once in my honda . | role1: nice what do you do ? i am a managerial consultant | role2: i am an accountant . i am looking for a new job . are you hiring ? | role1: not at the moment where would you want to go ? | role2: i would like to stay in ohio so my boys can stay at the same school | role1: yes that is pretty important for them to be i a stable place | role2: yeah . my ex gets them every other week so i try to make sure they feel secure | role1: how old are they ? i only have nephews none of my own | role2: and 7 . how old are you nephews ?,"Role 1 and Role 2 engage in a friendly conversation about their personal lives and interests. Role 1, a managerial consultant from Wisconsin, shares his love for cold weather, snow, and the band Metallica. Role 2, a single mom and accountant from Ohio, discusses her love for hiking and her need for a new job, but wants to stay in Ohio for her sons' stability. They also discuss their family dynamics, with Role 1 mentioning his two brothers and nephews, and Role 2 discussing her two sons and their shared custody with her ex."
i love to watch one tree hill. | i work as a registered nurse at a pediatric hospital. | my favorite color is purple. | i am a devout catholic.,i have three cats and two dogs. | i live near some mountains. | both my parents were teachers. | i am an animal lover.,"hello , how are you tonight ? | i m doing ok how are you | very well , thank you . watching one tree hill | how do you like that so | it is my favorite . what is yours ? | i am not really into tv by i am more on animal | i am a nurse at a kids hospital , some of my patients watch animal planet . | no pictures of my parents both of them and relieve nearby in the mountains | that is interesting . i am a beach person . | i don t really know how to swim because of it but my cats and dogs | i am not comfortable in the mountains . | does the train go visit my three cats and dogs that are too | interesting , i am a catholic , do you practice ? | not really that how do you practice it | what is your favorite color ? mine is purple | green is my favorite because of the mountains","role1: hello , how are you tonight ? | role2: i m doing ok how are you | role1: very well , thank you . watching one tree hill | role2: how do you like that so | role1: it is my favorite . what is yours ? | role2: i am not really into tv by i am more on animal | role1: i am a nurse at a kids hospital , some of my patients watch animal planet . | role2: no pictures of my parents both of them and relieve nearby in the mountains | role1: that is interesting . i am a beach person . | role2: i don t really know how to swim because of it but my cats and dogs | role1: i am not comfortable in the mountains . | role2: does the train go visit my three cats and dogs that are too | role1: interesting , i am a catholic , do you practice ? | role2: not really that how do you practice it | role1: what is your favorite color ? mine is purple | role2: green is my favorite because of the mountains","Role 1 and Role 2 engage in a conversation about their personal interests and backgrounds. Role 1 shares that they enjoy watching One Tree Hill, work as a pediatric nurse, prefer the beach over mountains, are Catholic, and like the color purple. On the other hand, Role 2 expresses less interest in TV and more in animals. They live near mountains, can't swim because of it, have three cats and two dogs, don't practice any religion, and love the color green due to its association with mountains."
i share an apartment in seattle with two roommates. | i have one cat. | i just graduated from college two years ago. | i can barely pay my bills every month. | i am a kindergarten teacher.,my mother was an army nurse. | i am worried about the environment. | i adopted a stray cat recently. | i like making my own clothing.,"how are you doing tonight ? | i am good , how about you ? had dinner yet ? | good good , i am good . yes , i had chicken and rice . what about you ? | wow , me , too . mine was portuguese style . | i am not familiar . do you have a diet you stick to ? | my mother was a nurse in the army and she taught me to cook . | whats your favorite thing to cook ? | clams steamed with potatoes , sausage , and spices . | sounds difficult to eat . i know how to make great ramen . | ha ha , teenager food . mom taught me how to make my own clothing too , | i am sure she did . i suppose she taught you everything you know . | yes , and about how to take care of our environment , too . | did momma teach you how to invest your money ? | no not that but how to care for people , animals , etc , | i am sure she means a lot to you . | yes , i always adopt stray pets not buy them from a puppy mill . .","role1: how are you doing tonight ? | role2: i am good , how about you ? had dinner yet ? | role1: good good , i am good . yes , i had chicken and rice . what about you ? | role2: wow , me , too . mine was portuguese style . | role1: i am not familiar . do you have a diet you stick to ? | role2: my mother was a nurse in the army and she taught me to cook . | role1: whats your favorite thing to cook ? | role2: clams steamed with potatoes , sausage , and spices . | role1: sounds difficult to eat . i know how to make great ramen . | role2: ha ha , teenager food . mom taught me how to make my own clothing too , | role1: i am sure she did . i suppose she taught you everything you know . | role2: yes , and about how to take care of our environment , too . | role1: did momma teach you how to invest your money ? | role2: no not that but how to care for people , animals , etc , | role1: i am sure she means a lot to you . | role2: yes , i always adopt stray pets not buy them from a puppy mill . .","Role 1 and Role 2 engage in a friendly conversation about their meals, cooking skills, and upbringing. Role 1 mentions they had chicken and rice for dinner, while Role 2 shares that they had a Portuguese-style meal. They also discuss their mothers' influence on them. Role 2's mother was an army nurse who taught them to cook and care for the environment. When asked about financial management, Role 2 admits their mother didn't teach them that but emphasized caring for people and animals instead. This led to Role 2's practice of adopting stray pets rather than buying from puppy mills."
i do not like chips. | i worked at hollister in high school. | i am a professional skater. | i was born with a tail which was removed. | i play bluegrass music.,my favourite drink is iced tea. | i listen to country music. | i am a young adult. | my family is from canada.,"hello . how are you ? tell me about yourself . | hello well i love ice tea , country music , and love traveling hbu ? | i am a fan of bluegrass personally . i even play | that is cool , my friends and i love to relax to bluegrass | i get to travel too when i am competing | what do you compete in ? i compete in swimming | i am a skateboarder for a living . i got into it while working at hollister | that is cool , do you live in the states ? | i do . i am from cali . you ? | i live in toronto canada | cool . how is it ? is it cold ? | super cold ! cali sounds nice about right now ! | it is scorching . the state is experiencing a major drought and an onslaught of fires | ohhhh nooo i will send you the snow ! | i gladly accept your offer . | i do not have containers for the snow so i will send it in a paper envelope","role1: hello . how are you ? tell me about yourself . | role2: hello well i love ice tea , country music , and love traveling hbu ? | role1: i am a fan of bluegrass personally . i even play | role2: that is cool , my friends and i love to relax to bluegrass | role1: i get to travel too when i am competing | role2: what do you compete in ? i compete in swimming | role1: i am a skateboarder for a living . i got into it while working at hollister | role2: that is cool , do you live in the states ? | role1: i do . i am from cali . you ? | role2: i live in toronto canada | role1: cool . how is it ? is it cold ? | role2: super cold ! cali sounds nice about right now ! | role1: it is scorching . the state is experiencing a major drought and an onslaught of fires | role2: ohhhh nooo i will send you the snow ! | role1: i gladly accept your offer . | role2: i do not have containers for the snow so i will send it in a paper envelope","Role 1 and Role 2 engage in a friendly conversation about their personal interests and backgrounds. Role 1 reveals that they are a professional skateboarder who enjoys bluegrass music, while Role 2 shares their love for iced tea, country music, and swimming. They also discuss their respective locations, with Role 1 living in California and dealing with droughts and fires, while Role 2 resides in Toronto, Canada where it's very cold. The conversation ends humorously with Role 2 offering to send snow to help alleviate the heat in California."
i am homeschooling my child. | i like to make crafts. | i live in a very small town. | i am allergic to cats.,i enjoy cross stitch and quilting. | i am proud to be an american. | my father served in our military in the war. | i am what people call a baby boomer. | my parents were proud immigrants to america.,"hey what is up my man ? | hi . nothing much . just busy with my latest quilting project . | i really love crafting a lot | me too ! cross stitching is another favorite . what are your hobbies ? | making crafts , haha . i do not have much free time | my dad served in the military , so i quilt blankets for vets . what do you do ? | i homeschool my son . that is it . | that takes a lot of work . nothing wrong with that . | i know , i am fabulous . what do you do ? | mostly spend my retirement years helping americans . baby boomer here . | are you very old ? that is cool | . just a kid . keeping up my parents legacy . proud american immigrants | do you have any pets ? | no . how about you ? have any pets ?","role1: hey what is up my man ? | role2: hi . nothing much . just busy with my latest quilting project . | role1: i really love crafting a lot | role2: me too ! cross stitching is another favorite . what are your hobbies ? | role1: making crafts , haha . i do not have much free time | role2: my dad served in the military , so i quilt blankets for vets . what do you do ? | role1: i homeschool my son . that is it . | role2: that takes a lot of work . nothing wrong with that . | role1: i know , i am fabulous . what do you do ? | role2: mostly spend my retirement years helping americans . baby boomer here . | role1: are you very old ? that is cool | role2: . just a kid . keeping up my parents legacy . proud american immigrants | role1: do you have any pets ? | role2: no . how about you ? have any pets ?","Role 1, a craft-loving parent who homeschools their child, and Role 2, a proud American baby boomer who enjoys quilting and cross-stitching, discuss their hobbies and lifestyles. Role 2 shares that they quilt blankets for veterans in honor of their military-serving father and spend their retirement helping fellow Americans. They also mention being the child of proud immigrant parents. When asked about pets, both roles indicate they do not have any."
my dad has a car dealership. | i love the beach. | i am on a diet now. | i just got my nails done.,i share an apartment in seattle with two roommates. | i just graduated from college two years ago. | i have one cat. | i can barely pay my bills every month.,"it is a beautiful beach day . how are you ? | sad , struggling to make ends meet from all my bills | i am sorry to hear that . i am on a diet so i am hungry | at least you can eat i can not afford to | my dad owns a car dealership so maybe i can get you a better job ? | i would love that , thank you for that | of course . i feel spoiled . i just paid to get my nails done | that is awesome you are so luckily | i did grown up very lucky . i want to help you be lucky now | you are so kind do you work in car sales as well ? | yes , i help my dad out here and there . when will you be able to work ? | i am available right now i have been out of school for two years now | i will set up the interview ! then we can go to the beach | that sounds like a plan glad i met you | you too ! your life will turn around here soon | do you have any pets i have a cat","role1: it is a beautiful beach day . how are you ? | role2: sad , struggling to make ends meet from all my bills | role1: i am sorry to hear that . i am on a diet so i am hungry | role2: at least you can eat i can not afford to | role1: my dad owns a car dealership so maybe i can get you a better job ? | role2: i would love that , thank you for that | role1: of course . i feel spoiled . i just paid to get my nails done | role2: that is awesome you are so luckily | role1: i did grown up very lucky . i want to help you be lucky now | role2: you are so kind do you work in car sales as well ? | role1: yes , i help my dad out here and there . when will you be able to work ? | role2: i am available right now i have been out of school for two years now | role1: i will set up the interview ! then we can go to the beach | role2: that sounds like a plan glad i met you | role1: you too ! your life will turn around here soon | role2: do you have any pets i have a cat","Role 1, a car dealership owner's child, and Role 2, a recent graduate struggling financially, converse about their current situations. Role 1 offers to help Role 2 by providing a job at their father's dealership. Role 2 expresses gratitude and readiness to start immediately as they've been out of school for two years. They plan an interview and a beach trip afterwards. The conversation ends with Role 2 asking if Role 1 has any pets since they own a cat."
i can barely pay my bills every month. | i am a kindergarten teacher. | i just graduated from college two years ago. | i have one cat. | i share an apartment in seattle with two roommates.,i live under the sea. | i spend most of my day at school. | i love exploring with my sea creatures are my friends. | i have a tail as a feet and long wavy hair. | i have dinner with my family and then go out play with friends.,"hello , how are you tonight ? | ok for living in the sea | seattle ? me too , i have two room mates ! | not seattle but ocean . i spend all my days at school . | nice . i graduated about two years ago , now i teach kindergarten | i like checking out the sea creatures . | i am not a fan of sea creatures . i prefer my cat . how about you ? | i like cats . but i like my tail as feet | wow that is pretty interesting | i have long wavy hair what about you ? | i had long hair , but i found a way to sell it to pay my bills . | bills cost money . after dinner i usually go out and play with my friends under the sea | you sound like a mermaid . i just like to play board games with my room mates | yes ! i must be . i love being me . board games are difficult to play under the sea | i bet they would be all the pieces would float away ! | yes ! , not to mention they all get wet .","role1: hello , how are you tonight ? | role2: ok for living in the sea | role1: seattle ? me too , i have two room mates ! | role2: not seattle but ocean . i spend all my days at school . | role1: nice . i graduated about two years ago , now i teach kindergarten | role2: i like checking out the sea creatures . | role1: i am not a fan of sea creatures . i prefer my cat . how about you ? | role2: i like cats . but i like my tail as feet | role1: wow that is pretty interesting | role2: i have long wavy hair what about you ? | role1: i had long hair , but i found a way to sell it to pay my bills . | role2: bills cost money . after dinner i usually go out and play with my friends under the sea | role1: you sound like a mermaid . i just like to play board games with my room mates | role2: yes ! i must be . i love being me . board games are difficult to play under the sea | role1: i bet they would be all the pieces would float away ! | role2: yes ! , not to mention they all get wet .","Role 1, a kindergarten teacher from Seattle who struggles to pay bills, and Role 2, a mermaid-like creature living under the sea, engage in a conversation about their lives. Role 1 talks about her life in Seattle with roommates and her cat, while Role 2 shares about her underwater life exploring sea creatures and playing with friends after dinner. They compare their unique experiences, such as Role 1's struggle with bills leading to selling her long hair and Role 2's difficulty playing board games underwater due to floating pieces and water damage."
i attend university and study biology. | i grew up in the united states of america. | i am very studious and do not like to party or drink. | i want to be a marine biologist. | i am a student.,i work as an accountant. | i am a single mom of two boys. | i like to go hiking in my spare time. | i live in ohio.,"hi how are you doing tonight ? | not so well with this cold in weather in ohio ? you | i am doing ok . just taking a quick break from studying . | i understand we all need breaks from work , i am an accountant . what do you do for fun | i am in college right now studying biology . i really do not have time for fun . | that is good . well i love hiking here in ohio | i want to live somewhere by the ocean so i can be a marine biologist . | you are amazing . my two boys would love living by the ocean | that is why i stay focused and away from the parties and drinking . | yes that is good . do not wind up like me single and alone | i am sorry to hear about that . | raising two boys alone . trying to figure out life | i am sure that is very very difficult . | yes but i just keep my head high | good for you . keep pushing . you got this . | enough about me more about you","role1: hi how are you doing tonight ? | role2: not so well with this cold in weather in ohio ? you | role1: i am doing ok . just taking a quick break from studying . | role2: i understand we all need breaks from work , i am an accountant . what do you do for fun | role1: i am in college right now studying biology . i really do not have time for fun . | role2: that is good . well i love hiking here in ohio | role1: i want to live somewhere by the ocean so i can be a marine biologist . | role2: you are amazing . my two boys would love living by the ocean | role1: that is why i stay focused and away from the parties and drinking . | role2: yes that is good . do not wind up like me single and alone | role1: i am sorry to hear about that . | role2: raising two boys alone . trying to figure out life | role1: i am sure that is very very difficult . | role2: yes but i just keep my head high | role1: good for you . keep pushing . you got this . | role2: enough about me more about you","Role 1, a studious biology student, and Role 2, a single mother and accountant from Ohio, discuss their lives. Role 1 shares his aspiration to become a marine biologist and live by the ocean, while maintaining focus on his studies by avoiding parties and drinking. Role 2 expresses her love for hiking and shares the challenges of raising two boys alone, while also expressing admiration for Role 1's determination. Role 1 offers encouragement to Role 2, assuring her that she's doing well despite her struggles."
i want to travel to europe. | i love reading books about travel. | my favorite type of food is italian. | i like to walk long distances.,i have never been away from the state i live in. | i like rollercoasters. | my dad taches tae kwan do. | i am a champion at tae kwan do. | i am an 12 year old girl.,"good evening , what is new with you ? | not much . i went to an amusement park today , you ? | that sounds fun ! i got a new book about europe , i would love to travel there . | i would love that too . i have never even left maryland | i dream of walking through europe one day . | i want to ride every roller coaster in america | that would be awesome ! i would do that . | i just have to wait to be old enough . i am only 12 | oh , i did not realize ! do you have a favorite food ? i like italian . | i like pizza . that is italian , right ? | i would say so but it originated in china i believe . | weird . well there is a good icecream shop by my tae kwan do class | i love ice cream ! do you have pets ? | no . but maybe one day . | i have two cats , simon and dylan . | those are cool names . do they mean something to you ?","role1: good evening , what is new with you ? | role2: not much . i went to an amusement park today , you ? | role1: that sounds fun ! i got a new book about europe , i would love to travel there . | role2: i would love that too . i have never even left maryland | role1: i dream of walking through europe one day . | role2: i want to ride every roller coaster in america | role1: that would be awesome ! i would do that . | role2: i just have to wait to be old enough . i am only 12 | role1: oh , i did not realize ! do you have a favorite food ? i like italian . | role2: i like pizza . that is italian , right ? | role1: i would say so but it originated in china i believe . | role2: weird . well there is a good icecream shop by my tae kwan do class | role1: i love ice cream ! do you have pets ? | role2: no . but maybe one day . | role1: i have two cats , simon and dylan . | role2: those are cool names . do they mean something to you ?","Role 1 and Role 2 engage in a casual conversation about their interests and daily activities. Role 1 expresses a desire to travel to Europe and a love for reading travel books, while Role 2, a 12-year-old girl, shares her wish to ride every roller coaster in America. Role 1 also reveals a fondness for Italian food and walking long distances, and Role 2 mentions her interest in Tae Kwan Do and a local ice cream shop. They also discuss their favorite foods and pets, with Role 1 owning two cats named Simon and Dylan."
i drive a volkswagen beetle. | i am 17 years old and a senior in high school. | i am going to auburn university next year as a freshman. | i love shopping fashion and clothes. | i want to be a doctor when i grow up.,my favorite band is simple plan. | i am naturally a crabby person. | i have a soft spot for my boss niece. | i currently work in an animal shelter as a kennel cleaner.,"hello ! can you believe that i am going to college next year ? | that is awesome ! where are you planning to go ? | auburn . i thought i would study fashion but i think will become a doctor . | fun stuff . . . i went to school to be a vet but i clean kennels now | sounds like you love animals ! i hope my volkswagen beetle does not break down . | that would suck ! whats your favorite car music ? mine is simple plan | i never heard of them . i am pretty young , 17 , but i love classical music . | interesting , i have been trying to date my boss niece who is the same age | is she in high school ? i am a senior at pine forest . | nope , she dropped out of school to work at the animal shelter | so she works with you ? that could be tricky . | she does , but she makes me so much less of a crabby person so it works | that is great ! i hope to find someone who brings out the best in me . | i am sure that when you go to college you will have plenty to pick from | after medical school of course . i want to concentrate on my studies . | that makes sense , hopefully my boss will not get too upset if i end up dating her","role1: hello ! can you believe that i am going to college next year ? | role2: that is awesome ! where are you planning to go ? | role1: auburn . i thought i would study fashion but i think will become a doctor . | role2: fun stuff . . . i went to school to be a vet but i clean kennels now | role1: sounds like you love animals ! i hope my volkswagen beetle does not break down . | role2: that would suck ! whats your favorite car music ? mine is simple plan | role1: i never heard of them . i am pretty young , 17 , but i love classical music . | role2: interesting , i have been trying to date my boss niece who is the same age | role1: is she in high school ? i am a senior at pine forest . | role2: nope , she dropped out of school to work at the animal shelter | role1: so she works with you ? that could be tricky . | role2: she does , but she makes me so much less of a crabby person so it works | role1: that is great ! i hope to find someone who brings out the best in me . | role2: i am sure that when you go to college you will have plenty to pick from | role1: after medical school of course . i want to concentrate on my studies . | role2: that makes sense , hopefully my boss will not get too upset if i end up dating her","Role 1, a 17-year-old high school senior who drives a Volkswagen Beetle and loves fashion, shares her excitement about attending Auburn University to study medicine. Role 2, who works at an animal shelter and enjoys the band Simple Plan, talks about his unexpected career path from aspiring vet to kennel cleaner. Role 2 also mentions his interest in dating his boss's niece, who makes him less crabby. Role 1 hopes to find someone who brings out the best in her during college after focusing on her medical studies. They both acknowledge potential challenges in their future plans."
i work at pet smart. | i like running. | i am a musician. | my father was a police officer. | my favorite band is nirvana.,i am a college graduate. | my favorite sport is soccer. | i love watching sports on tv. | i am engaged to be married. | i used to play sports in high school.,"hello there , how are you today ? i just got back from a run | hi , i am ok . i play soccer so run a lot | do you listen to any music while you are practicing ? | i do . i am a metal head so listen to a lot of that . | nirvana actually inspired me to become a musician , maybe not your style though . . . | nirvana is ok , they did a lot for music . my favorite band is tool | i think i have heard of them , i am not sure . do you have pets ? | i have a cat , and they are more rock then metal | i love cats , so many orphaned ones come into my store , i want them all ! | lol . tht is how my old lady is . always have to bring home a stray | i am a cashier at petsmart , i play with them when nobody is in store hehe | i would play with them when people were at the store ! lol | my dad is the police chief , so i have a habit of following rules . . . but cats ! | oh i see . yeah , i am not so good at following rules | metalheads normally are rebels , i actually find it attractive hehe | oh yeah ? i am a rebel . but that is how i was raised . lol","role1: hello there , how are you today ? i just got back from a run | role2: hi , i am ok . i play soccer so run a lot | role1: do you listen to any music while you are practicing ? | role2: i do . i am a metal head so listen to a lot of that . | role1: nirvana actually inspired me to become a musician , maybe not your style though . . . | role2: nirvana is ok , they did a lot for music . my favorite band is tool | role1: i think i have heard of them , i am not sure . do you have pets ? | role2: i have a cat , and they are more rock then metal | role1: i love cats , so many orphaned ones come into my store , i want them all ! | role2: lol . tht is how my old lady is . always have to bring home a stray | role1: i am a cashier at petsmart , i play with them when nobody is in store hehe | role2: i would play with them when people were at the store ! lol | role1: my dad is the police chief , so i have a habit of following rules . . . but cats ! | role2: oh i see . yeah , i am not so good at following rules | role1: metalheads normally are rebels , i actually find it attractive hehe | role2: oh yeah ? i am a rebel . but that is how i was raised . lol","Role 1, a Petsmart employee and musician, and Role 2, a college graduate who enjoys soccer and metal music, engage in friendly conversation. They discuss their shared interest in running and music, with Role 1 mentioning that Nirvana inspired them to become a musician. Role 2 shares that they have a cat and enjoy the band Tool. Role 1 expresses their love for cats and how they often play with the orphaned ones at their store. The dialogue ends with light-hearted banter about rule-following, with Role 1 teasingly attributing Rule 2's rebellious nature to being a metalhead."
i like to build model spaceships. | i have a computer science degree. | my mother is a medical doctor. | i play a lot of fantasy videogames.,i used to drink but i stopped five years ago. | i like playing poker. | i do not have many friends. | i have a wife and three kids.,hi ! do you have any hobbies ? | mostly playing poker . what about you ? | nice ! i like space so building model spaceships is mine | that is cool . do you have family ? i am married with three kids . | wow that is great . i just have my mom . she is a medical doctor | my oldest is studying to become a doctor . hope you meet someone soon | thanks . i have a degree in computer science so i tend to stay to myself | same . i stopped drinking five years ago so i do not get out often | interesting is there a reason you quit ? | just for my health . have a nice day ! | thanks you too ! if you could do anything in the world what would you do ? | i would like to go to africa . what about you ? | i would travel to asia . they have a big videogame culture there and i love videogames | interesting . whats your favorite video game ? | i do not have a favorite but i love fantasy videogames | i mostly like poker games,role1: hi ! do you have any hobbies ? | role2: mostly playing poker . what about you ? | role1: nice ! i like space so building model spaceships is mine | role2: that is cool . do you have family ? i am married with three kids . | role1: wow that is great . i just have my mom . she is a medical doctor | role2: my oldest is studying to become a doctor . hope you meet someone soon | role1: thanks . i have a degree in computer science so i tend to stay to myself | role2: same . i stopped drinking five years ago so i do not get out often | role1: interesting is there a reason you quit ? | role2: just for my health . have a nice day ! | role1: thanks you too ! if you could do anything in the world what would you do ? | role2: i would like to go to africa . what about you ? | role1: i would travel to asia . they have a big videogame culture there and i love videogames | role2: interesting . whats your favorite video game ? | role1: i do not have a favorite but i love fantasy videogames | role2: i mostly like poker games,"Role 1 and Role 2 discuss their hobbies, with Role 1 expressing interest in building model spaceships and playing fantasy video games, while Role 2 enjoys playing poker. They also share details about their family; Role 1 lives with his mother, a medical doctor, and Role 2 is married with three children. Role 2 mentions that he quit drinking five years ago for health reasons. When asked about their dream destinations, Role 1 chooses Asia due to its vibrant video game culture, whereas Role 2 wishes to visit Africa."
i have a golden retriever named ginger. | i studied abroad for a years. | i just became a first time father. | i have seen the movie titanic ten times.,i enjoy coding such as web design. | my favourite drink is iced tea. | i listen to country music. | i am a young adult. | my family is from canada.,"i just became a dad for the first time ! | i love some luke bryant how about you ? | i am not sure who that is , my favorite media is the movie titanic . | he is a country star , ice tea and chilling on the porch | do you have a family ? | yes still young trying hoping to make my own soon | having a kid is a big step up from having only ginger my golden retriever . | lol i bet , well my baby right now is my computer | will you go to school for computers . i studied abroad . | i do some coding you know , i do web design . awesome | do you have any pets ? | where abroad ? i am from canada | i studied for their overseas , in europe for four years . | i do not have any pet right now , what you study ?","role1: i just became a dad for the first time ! | role2: i love some luke bryant how about you ? | role1: i am not sure who that is , my favorite media is the movie titanic . | role2: he is a country star , ice tea and chilling on the porch | role1: do you have a family ? | role2: yes still young trying hoping to make my own soon | role1: having a kid is a big step up from having only ginger my golden retriever . | role2: lol i bet , well my baby right now is my computer | role1: will you go to school for computers . i studied abroad . | role2: i do some coding you know , i do web design . awesome | role1: do you have any pets ? | role2: where abroad ? i am from canada | role1: i studied for their overseas , in europe for four years . | role2: i do not have any pet right now , what you study ?","Role 1, a new father and dog owner who studied abroad, and Role 2, a young adult from Canada interested in coding and web design, discuss their interests and experiences. Role 1 mentions his love for the movie Titanic while Role 2 shares his preference for country music. They also talk about their family plans; Role 1 shares his experience of transitioning from being a pet owner to a parent, while Role 2 admits he's not ready for kids yet as he's focused on his computer work. They end by discussing their educational backgrounds and pets."
